Date,EEM
1999-12-31,0.12736574235705625
2000-01-31,0.0059686551146583295
2000-02-29,0.013226298800680474
2000-03-31,0.004887399925487179
2000-04-30,-0.09493101998382933
2000-05-31,-0.04140223360276096
2000-06-30,0.03527629303839651
2000-07-31,-0.051504553176440745
2000-08-31,0.004923930911872986
2000-09-30,-0.08744329102643396
2000-10-31,-0.07260876152926656
2000-11-30,-0.08756138853813057
2000-12-31,0.024178482741706128
2001-01-31,0.13790089337359185
2001-02-28,-0.07841535357833412
2001-03-31,-0.09836276537524724
2001-04-30,0.049483854720758044
2001-05-31,0.01195364060490977
2001-06-30,-0.020556783028386334
2001-07-31,-0.06328272223963763
2001-08-31,-0.009878213548357231
2001-09-30,-0.15500531426524214
2001-10-31,0.0621494231794891
2001-11-30,0.10455566150450275
2001-12-31,0.07949101586700139
2002-01-31,0.03393732054169555
2002-02-28,0.016452530330617887
2002-03-31,0.06023914497833645
2002-04-30,0.0064998867204617726
2002-05-31,-0.015956280811971247
2002-06-30,-0.07513136547133702
2002-07-31,-0.07616764928526715
2002-08-31,0.015431232529559134
2002-09-30,-0.10804853509536494
2002-10-31,0.06498241785889446
2002-11-30,0.0689339215692484
2002-12-31,-0.033274060529498314
2003-01-31,-0.004360246065582338
2003-02-28,-0.02702928330561938
2003-03-31,-0.02839602125698387
2003-04-30,0.08920205257593791
2003-05-31,0.0912276169727277
2003-06-30,0.0419747244040684
2003-07-31,0.0567141202902043
2003-08-31,0.0798736221854794
2003-09-30,-0.0065051284535608
2003-10-31,0.0918122924466326
2003-11-30,0.0187992689936982
2003-12-31,0.0898446639428118
2004-01-31,0.0242177478093152
2004-02-29,0.039547083322617
2004-03-31,0.0055004896706929
2004-04-30,-0.0980060254255424
2004-05-31,0.0116868974550949
2004-06-30,0.0092415456374881
2004-07-31,-0.0363796331647997
2004-08-31,0.0353132111984093
2004-09-30,0.069767561197825
2004-10-31,0.0284633390070985
2004-11-30,0.0994873075253366
2004-12-31,0.0474600588863687
2005-01-31,-0.0053010006799951
2005-02-28,0.0968222339926212
2005-03-31,-0.0791022905637164
2005-04-30,-0.0124759446346339
2005-05-31,0.0316076898345716
2005-06-30,0.0396903555173042
2005-07-31,0.0768153466335048
2005-08-31,0.0132296455564733
2005-09-30,0.0865333761783655
2005-10-31,-0.0633836134726081
2005-11-30,0.0578617081087196
2005-12-31,0.0610592828290581
2006-01-31,0.1419829161126069
2006-02-28,-0.0384995199446495
2006-03-31,0.0216715021389404
2006-04-30,0.0651517633807015
2006-05-31,-0.1114273032526476
2006-06-30,0.0021346070574057
2006-07-31,0.0234289583977742
2006-08-31,0.0158166698520132
2006-09-30,-0.0087066866514983
2006-10-31,0.0705795985030626
2006-11-30,0.0598451176371133
2006-12-31,0.0545982047432103
2007-01-31,0.0011386622562079
2007-02-28,-0.0323708341484452
2007-03-31,0.0533452258815922
2007-04-30,0.0372531753874376
2007-05-31,0.0506452567989241
2007-06-30,0.0367836422796363
2007-07-31,0.0071407728389738
2007-08-31,0.0104099924904752
2007-09-30,0.115714515949072
2007-10-31,0.1187018927767273
2007-11-30,-0.0764993492231997
2007-12-31,-0.0140670214110365
2008-01-31,-0.0892216664959453
2008-02-29,0.019943432155087
2008-03-31,-0.0375307127543229
2008-04-30,0.0913825367915639
2008-05-31,0.0316381020224318
2008-06-30,-0.0926950828654084
2008-07-31,-0.055039911195917
2008-08-31,-0.0631578062609697
2008-09-30,-0.1468165042109682
2008-10-31,-0.255779798959733
2008-11-30,-0.0975226516132219
2008-12-31,0.1033349480590035
2009-01-31,-0.092911226393534
2009-02-28,-0.0626931667036003
2009-03-31,0.1686290050954204
2009-04-30,0.15558236783706
2009-05-31,0.159400409242715
2009-06-30,-0.0224950471687149
2009-07-31,0.1101461802595236
2009-08-31,-0.0131357517346615
2009-09-30,0.1019537051693537
2009-10-31,-0.0344384765528827
2009-11-30,0.0785204584345991
2009-12-31,0.0327582307269691
2010-01-31,-0.0775902468627873
2010-02-28,0.0177634856564294
2010-03-31,0.0811091587216403
2010-04-30,-0.0016618454130975
2010-05-31,-0.0939361053096122
2010-06-30,-0.013986349254892
2010-07-31,0.1093251949056508
2010-08-31,-0.0323674153383234
2010-09-30,0.1175736243396645
2010-10-31,0.0301539097815806
2010-11-30,-0.0290543847457847
2010-12-31,0.0727778223513693
2011-01-31,-0.0384130545529433
2011-02-28,-0.0004365662872308
2011-03-31,0.0628955960283421
2011-04-30,0.0273269995746585
2011-05-31,-0.0294001797389097
2011-06-30,-0.0093545035067151
2011-07-31,-0.0102941482897828
2011-08-31,-0.0925491746917032
2011-09-30,-0.1789477190170135
2011-10-31,0.1626782699814264
2011-11-30,-0.0196029437833591
2011-12-31,-0.042648138307677
2012-01-31,0.1099100842697191
2012-02-29,0.0527194937912658
2012-03-31,-0.0311304169022772
2012-04-30,-0.0169966086722862
2012-05-31,-0.1070581377287417
2012-06-30,0.050354003893952
2012-07-31,-0.0002557072790443
2012-08-31,0.0040898045452832
2012-09-30,0.0521898288423772
2012-10-31,-0.0043552447611716
2012-11-30,0.0155524913074693
2012-12-31,0.0680367151765781
2013-01-31,-0.0029317586066942
2013-02-28,-0.0228401414989265
2013-03-31,-0.0101833704029665
2013-04-30,0.0121584024291692
2013-05-31,-0.048279246164645
2013-06-30,-0.0532573640570437
2013-07-31,0.0132463843032821
2013-08-31,-0.0253778990439905
2013-09-30,0.0720674336184827
2013-10-31,0.0417071998637916
2013-11-30,-0.0025904789293996
2013-12-31,-0.0040659946215531
2014-01-31,-0.0863635993390583
2014-02-28,0.0337787473738662
2014-03-31,0.0387530790976669
2014-04-30,0.0078033507689965
2014-05-31,0.0295182949713499
2014-06-30,0.0240181948019391
2014-07-31,0.0136477540336661
2014-08-31,0.0282975502518512
2014-09-30,-0.0776739434916722
2014-10-31,0.0141961586837415
2014-11-30,-0.0154211450801013
2014-12-31,-0.0396352138171799
2015-01-31,-0.0068720924452934
2015-02-28,0.0440801069445107
2015-03-31,-0.0149729855214352
2015-04-30,0.0685271027798068
2015-05-31,-0.0410448551892225
2015-06-30,-0.0293083879894903
2015-07-31,-0.0630996274778444
2015-08-31,-0.0883621258559599
2015-09-30,-0.0313237804916338
2015-10-31,0.0637583895034534
2015-11-30,-0.0252365753309454
2015-12-31,-0.0381983810350575
2016-01-31,-0.05032620972917
2016-02-29,-0.008177860616115
2016-03-31,0.1296173057300815
2016-04-30,0.0040875889022415
2016-05-31,-0.0369292319632128
2016-06-30,0.0455909039729975
2016-07-31,0.0538418365463047
2016-08-31,0.0088372280582771
2016-09-30,0.0251847933931057
2016-10-31,-0.0082776035713696
2016-11-30,-0.0441571836313715
2016-12-31,-0.0025266490846095
2017-01-31,0.0665520831697954
2017-02-28,0.0174077685415745
2017-03-31,0.0368516661140558
2017-04-30,0.0170095295377687
2017-05-31,0.0284572952127981
2017-06-30,0.0092663253982918
2017-07-31,0.0582267816868653
2017-08-31,0.0235157895609772
2017-09-30,-0.0004461331447657
2017-10-31,0.0328052697402223
2017-11-30,-0.0038892995699539
2017-12-31,0.037615486596626
2018-01-31,0.0829795570695233
2018-02-28,-0.0589848074415235
2018-03-31,0.005414373965106
2018-04-30,-0.0281689097039686
2018-05-31,-0.0262150281841127
2018-06-30,-0.0454565343817118
2018-07-31,0.0353100274722879
2018-08-31,-0.037672653202648
2018-09-30,-0.0057910891008599
2018-10-31,-0.0876047428882197
2018-11-30,0.0490296311039104
2018-12-31,-0.0348889834032167
2019-01-31,0.1034304980129736
2019-02-28,-0.015313110194344
2019-03-31,0.0113099611603035
2019-04-30,0.0235322809104387
2019-05-31,-0.0732985743640642
2019-06-30,0.0620776958909301
2019-07-31,-0.0265675498351652
2019-08-31,-0.037825961778892
2019-09-30,0.0169196277952141
2019-10-31,0.0418400567916663
2019-11-30,-0.0009395339307658
2019-12-31,0.0773028687635553
2020-01-31,-0.0615110550051719
2020-02-29,-0.0377583145427499
2020-03-31,-0.1577001104908576
2020-04-30,0.0735425735108541
2020-05-31,0.0297487375112353
2020-06-30,0.0660491845122721
2020-07-31,0.082520607308284
2020-08-31,0.0288752050379497
2020-09-30,-0.010103239109739
2020-10-31,0.01406206115411
2020-11-30,0.0899127573978377
2020-12-31,0.0712944700308049
2021-01-31,0.0317400007631443
2021-02-28,0.0078783993190663
2021-03-31,-0.0072584546802338
2021-04-30,0.0119984725278674
2021-05-31,0.0164876716042492
2021-06-30,0.0095040246393631
2021-07-31,-0.0643700296938397
2021-08-31,0.0156976205566612
2021-09-30,-0.0387329196537458
2021-10-31,0.0107184736844498
2021-11-30,-0.0408483976034236
2021-12-31,0.015070802306675
2022-01-31,-0.0002047868333835
2022-02-28,-0.0432023079393855
2022-03-31,-0.0338111378434476
2022-04-30,-0.0613509409675284
2022-05-31,0.0061347059684238
2022-06-30,-0.051576602367747
2022-07-31,-0.0034913100084457
2022-08-31,-0.0132632414340992
2022-09-30,-0.1153942396497305
2022-10-31,-0.0197821821201051
2022-11-30,0.155893590464303
2022-12-31,-0.02637514476835
2023-01-31,0.0912928469492342
2023-02-28,-0.0756769798720459
2023-03-31,0.0321736648949899
2023-04-30,-0.0083628765733948
2023-05-31,-0.0240224144556592
2023-06-30,0.0439886076630038
2023-07-31,0.0604144230696681
2023-08-31,-0.066269330483725
2023-09-30,-0.0311461881782439
2023-10-31,-0.0329380605272123
2023-11-30,0.0779291251156106
2023-12-31,0.0356532608340269
2024-01-31,-0.0452624789576803
2024-02-29,0.0416776675401233
2024-03-31,0.0272567846261209
2024-04-30,-0.0021909259364727
2024-05-31,0.019517023700577
2024-06-30,0.0261802511727926
2024-07-31,0.0084526807899587
2024-08-31,0.0097787586561683
2024-09-30,0.0574129769917697
2024-10-31,-0.030745700342132
2024-11-30,-0.0267717092029304
2024-12-31,-0.0169667946159266
2025-01-31,0.0215208400871962
2025-02-28,0.0114699871200394
2025-03-31,0.0113400066847693
2025-04-30,0.001372941820281
2025-05-31,0.0402194287874186
2025-06-30,0.0087851169822326
