Date,Monthly Return
1996-11-30,0.05180021707267435
1996-12-31,-0.01609129618828642
1997-01-31,0.015264158240101633
1997-02-28,0.012105807479011466
1997-03-31,-0.021703482586478806
1997-04-30,0.03031950929948124
1997-05-31,0.057993180528357335
1997-06-30,0.04961332002361529
1997-07-31,0.043778023017706946
1997-08-31,-0.07149936811204183
1997-09-30,0.05184067115877866
1997-10-31,-0.060909643886129405
1997-11-30,0.01390825207434565
1997-12-31,0.011631050518813302
1998-01-31,0.020624876459253816
1998-02-28,0.06698771050131791
1998-03-31,0.04122344791813104
1998-04-30,0.008011055726967697
1998-05-31,-0.020425371419653282
1998-06-30,0.016696694038672133
1998-07-31,-0.0010794093519085335
1998-08-31,-0.14151743925574423
1998-09-30,0.018341208752652882
1998-10-31,0.08978941618106595
1998-11-30,0.05938349719312952
1998-12-31,0.045004355403237994
1999-01-31,0.01920966057260487
1999-02-28,-0.0263507329368331
1999-03-31,0.04361939995784869
1999-04-30,0.04197288201016636
1999-05-31,-0.03665410139695624
1999-06-30,0.04850244626151867
1999-07-31,-0.0053040283733861715
1999-08-31,-0.002396110360527892
1999-09-30,-0.011975671420257683
1999-10-31,0.04944190427348505
1999-11-30,0.02995103646258146
1999-12-31,0.08220353778860856
2000-01-31,-0.05503034874526247
2000-02-29,0.0023542105666658486
2000-03-31,0.06461881979897566
2000-04-30,-0.04592164680469879
2000-05-31,-0.027077991039337723
2000-06-30,0.03261615083993963
2000-07-31,-0.030435141434343782
2000-08-31,0.029985026217226318
2000-09-30,-0.055949817020397585
2000-10-31,-0.020590420199733228
2000-11-30,-0.06303706659708375
2000-12-31,0.015506835583018352
2001-01-31,0.024680307551057545
2001-02-28,-0.08510777652635892
2001-03-31,-0.06930913710670206
2001-04-30,0.07099400113524612
2001-05-31,-0.013722384709712654
2001-06-30,-0.03190335091848362
2001-07-31,-0.016612591224675288
2001-08-31,-0.04765455309173339
2001-09-30,-0.09261167694850903
2001-10-31,0.02054914018779619
2001-11-30,0.06022810285897706
2001-12-31,0.00852940663570112
2002-01-31,-0.028204825675501755
2002-02-28,-0.008788424252958005
2002-03-31,0.043077683343541784
2002-04-30,-0.03333745220042095
2002-05-31,-0.0013297196933083066
2002-06-30,-0.06258056380837129
2002-07-31,-0.0848568351544603
2002-08-31,0.0006008630578466789
2002-09-30,-0.1111833902531576
2002-10-31,0.0723976820179435
2002-11-30,0.053073653833845436
2002-12-31,-0.04885345340767677
2003-01-31,-0.0302411120554108
2003-02-28,-0.01951035310040483
2003-03-31,-0.006724733948938799
2003-04-30,0.0862930261659447
2003-05-31,0.055121293926604364
2003-06-30,0.017139579064562538
2003-07-31,0.020849223365557945
2003-08-31,0.021635732744516245
2003-09-30,0.004792276420443109
2003-10-31,0.05945951378420067
2003-11-30,0.01363399331541526
2003-12-31,0.06221980724048337
2004-01-31,0.016206713599710598
2004-02-29,0.016888765160357533
2004-03-31,-0.008015170943588279
2004-04-30,-0.025249583129135944
2004-05-31,0.005380010931016699
2004-06-30,0.018273410065986262
2004-07-31,-0.0328545962043163
2004-08-31,0.004266442228270773
2004-09-30,0.019478180102394438
2004-10-31,0.023627038884268536
2004-11-30,0.05296108874077432
2004-12-31,0.037750210012173824
2005-01-31,-0.021861385705326475
2005-02-28,0.03302192901367573
2005-03-31,-0.024279038247765117
2005-04-30,-0.02427719982001253
2005-05-31,0.015966368002504838
2005-06-30,0.008523015984331472
2005-07-31,0.03612182568329936
2005-08-31,0.0056096804271810186
2005-09-30,0.028747411175783055
2005-10-31,-0.02754490555946809
2005-11-30,0.034585334900971265
2005-12-31,0.023807202927621063
2006-01-31,0.048541803256391125
2006-02-28,-0.002833775079642664
2006-03-31,0.018687893040853165
2006-04-30,0.031535200057668744
2006-05-31,-0.042476298842791804
2006-06-30,-0.001934072885429905
2006-07-31,0.005936523885208711
2006-08-31,0.023758527429846854
2006-09-30,0.010364090815704774
2006-10-31,0.03686295750769131
2006-11-30,0.026486125573547792
2006-12-31,0.021497583742583704
2007-01-31,0.009299074009151864
2007-02-28,-0.006519432511184031
2007-03-31,0.01767988783354224
2007-04-30,0.04220630794213309
2007-05-31,0.02653774601548764
2007-06-30,-0.00430857869118717
2007-07-31,-0.016133500260566147
2007-08-31,-0.0047033256743268526
2007-09-30,0.05218530154788481
2007-10-31,0.038138451502634396
2007-11-30,-0.045670319098981005
2007-12-31,-0.011884356851211142
2008-01-31,-0.08262866044443573
2008-02-29,0.0012975725024511053
2008-03-31,-0.017332181540082647
2008-04-30,0.07968402832361599
2008-05-31,0.008637879738985887
2008-06-30,-0.07987309926364483
2008-07-31,-0.0315662929693441
2008-08-31,-0.016715533737661326
2008-09-30,-0.1226091522195113
2008-10-31,-0.1840641315309105
2008-11-30,-0.08756289150745622
2008-12-31,0.05465195619229357
2009-01-31,-0.11381886150005383
2009-02-28,-0.09711102127894167
2009-03-31,0.09213578004952705
2009-04-30,0.12777974831509775
2009-05-31,0.1048515444793301
2009-06-30,-0.015177698891738256
2009-07-31,0.09423026730678363
2009-08-31,0.029676700204162465
2009-09-30,0.048636203782005616
2009-10-31,-0.026993798665570945
2009-11-30,0.05397241221598148
2009-12-31,0.018739877134185345
2010-01-31,-0.052967402431483346
2010-02-28,0.021722336207030235
2010-03-31,0.0632945248064758
2010-04-30,-0.002298528791151888
2010-05-31,-0.09375691582513102
2010-06-30,-0.03558199900259418
2010-07-31,0.09335130391079116
2010-08-31,-0.04281190573846316
2010-09-30,0.09809359300837595
2010-10-31,0.03749149536982377
2010-11-30,-0.02186031167370317
2010-12-31,0.0779214360637146
2011-01-31,0.010681610909643036
2011-02-28,0.031071362108317402
2011-03-31,-0.008609634124254195
2011-04-30,0.04817993427426237
2011-05-31,-0.01953047960274057
2011-06-30,-0.01761023849691823
2011-07-31,-0.022797880393641168
2011-08-31,-0.07359500984569889
2011-09-30,-0.10439537308509439
2011-10-31,0.11324114852284617
2011-11-30,-0.01148092676164758
2011-12-31,-0.009503115940706075
2012-01-31,0.054778141532371594
2012-02-29,0.04946041583986949
2012-03-31,0.011139832056118237
2012-04-30,-0.011440602644104847
2012-05-31,-0.09279909279909282
2012-06-30,0.05072269303201504
2012-07-31,0.008206059411175692
2012-08-31,0.027809286354351315
2012-09-30,0.027056854538638264
2012-10-31,-0.005140634346278983
2012-11-30,0.015931238615424004
2012-12-31,0.02904156140777281
2013-01-31,0.03764522507267731
2013-02-28,-0.0010021092571196322
2013-03-31,0.01825853857885562
2013-04-30,0.02837445237936831
2013-05-31,-0.0038321581126956605
2013-06-30,-0.026017207165918266
2013-07-31,0.04580024894844548
2013-08-31,-0.02294917424503029
2013-09-30,0.05539247041945128
2013-10-31,0.0395030473904161
2013-11-30,0.015521995601145422
2013-12-31,0.020692137332195992
2014-01-31,-0.046338177348374754
2014-02-28,0.052047214966633115
2014-03-31,0.005708471256940184
2014-04-30,0.011867974115149282
2014-05-31,0.020057773996194017
2014-06-30,0.01818219209647487
2014-07-31,-0.014437636458763614
2014-08-31,0.02576207605722458
2014-09-30,-0.033158284861823484
2014-10-31,0.012054466984813939
2014-11-30,0.013755945451436435
2014-12-31,-0.023576840433224944
2015-01-31,-0.013162145165883987
2015-02-28,0.0550836979603484
2015-03-31,-0.014611567785019708
2015-04-30,0.02865710348292394
2015-05-31,0.0
2015-06-30,-0.02578350288372888
2015-07-31,0.00824237431070518
2015-08-31,-0.06806831939194347
2015-09-30,-0.03437157104970501
2015-10-31,0.076566537499412
2015-11-30,-0.0053382694906193295
2015-12-31,-0.021057561240693135
2016-01-31,-0.05302768392240087
2016-02-29,-0.012485621415029069
2016-03-31,0.0739462225441847
2016-04-30,0.013378491635401613
2016-05-31,0.0033444002441980203
2016-06-30,-0.0004968813715265918
2016-07-31,0.037702519970117976
2016-08-31,0.0034274392456556946
2016-09-30,0.00939364625715955
2016-10-31,-0.01912013648140687
2016-11-30,0.010350108453959894
2016-12-31,0.0196231061289438
2017-01-31,0.029068782406494797
2017-02-28,0.025127232918926934
2017-03-31,0.013457244622593345
2017-04-30,0.01612388058474279
2017-05-31,0.02209083070038509
2017-06-30,0.00787123771584497
2017-07-31,0.02733239904842044
2017-08-31,0.004013089856341523
2017-09-30,0.018800803185090142
2017-10-31,0.021505444354829706
2017-11-30,0.020199285961914448
2017-12-31,0.014503291953129382
2018-01-31,0.05701225604848448
2018-02-28,-0.0447504587298625
2018-03-31,-0.014975093379255067
2018-04-30,0.0040449505650232975
2018-05-31,0.004722678776211131
2018-06-30,-0.005852713035893631
2018-07-31,0.030652172912104314
2018-08-31,0.006957600045332191
2018-09-30,0.0060968263019194335
2018-10-31,-0.0743335332753815
2018-11-30,0.01585704421551748
2018-12-31,-0.07210129897647521
2019-01-31,0.08042390155325374
2019-02-28,0.024668227745122895
2019-03-31,0.01576792446427011
2019-04-30,0.03423428622857294
2019-05-31,-0.06070778975592672
2019-06-30,0.06490448720028463
2019-07-31,0.0006783853331582268
2019-08-31,-0.022098724177227136
2019-09-30,0.02245944123776633
2019-10-31,0.027389777042655883
2019-11-30,0.023360202177496348
2019-12-31,0.034419427345947495
2020-01-31,-0.014384979939002784
2020-02-29,-0.07489415125245336
2020-03-31,-0.1340990542145547
2020-04-30,0.09828972739309716
2020-05-31,0.050931489337960434
2020-06-30,0.02940574951695396
2020-07-31,0.053581013908430064
2020-08-31,0.0602548528725213
2020-09-30,-0.02950820789737485
2020-10-31,-0.02227217553447003
2020-11-30,0.1176093702057952
2020-12-31,0.04687288469523354
2021-01-31,-0.003086383519252056
2021-02-28,0.022888043364339916
2021-03-31,0.028537449934550763
2021-04-30,0.04245944172024396
2021-05-31,0.014719080465694034
2021-06-30,0.012608872777827296
2021-07-31,0.009091623767670365
2021-08-31,0.021741392047486707
2021-09-30,-0.04226983857947819
2021-10-31,0.053943139239896354
2021-11-30,-0.02307472654431586
2021-12-31,0.03887863844358952
2022-01-31,-0.045471692986981616
2022-02-28,-0.03060311836255658
2022-03-31,0.0194114621856174
2022-04-30,-0.08067741764234238
2022-05-31,0.004469626156536677
2022-06-30,-0.0810691846373709
2022-07-31,0.0706877680473319
2022-08-31,-0.043642835088636645
2022-09-30,-0.09394649970992786
2022-10-31,0.06347179025281613
2022-11-30,0.0833633989225726
2022-12-31,-0.046100298868569034
2023-01-31,0.0750470761149491
2023-02-28,-0.03320549268380013
2023-03-31,0.033325880809379926
2023-04-30,0.01568664768233141
2023-05-31,-0.010476278564344521
2023-06-30,0.057842974981003215
2023-07-31,0.035959885199623454
2023-08-31,-0.029077313998855603
2023-09-30,-0.042797882002943766
2023-10-31,-0.025441234185957562
2023-11-30,0.08886913005860286
2023-12-31,0.048128267443919404
2024-01-31,0.0027513459120840356
2024-02-29,0.04507597688725018
2024-03-31,0.03263003511809437
2024-04-30,-0.03550346356003331
2024-05-31,0.04575409340293812
2024-06-30,0.020378160801485246
2024-07-31,0.015391440658648392
2024-08-31,0.02497156054180527
2024-09-30,0.02196955636193021
2024-10-31,-0.020911746588959113
2024-11-30,0.04032458931538807
2024-12-31,-0.026582193594286152
2025-01-31,0.0314042760970743
2025-02-28,-0.0029705471004146666
2025-03-31,-0.03674586091303944
2025-04-30,0.005155068968704324
2025-05-31,0.056927974901450185
2025-06-30,0.007440340942921564
